datetime,tempmax,tempmin,temp,dew,humidity,precip,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,conditions,stations
2021-07-13,11.7,6.2,9.2,5.7,78.6,0,,,21.6,339.2,,30,Partially cloudy,15615099999
2021-07-14,15.2,7.4,11.5,5.4,69.6,0,,,28.8,352.8,,16.7,Clear,15615099999
2021-07-15,16.2,9.9,12.3,7.3,73.9,15,rain,,28.8,354.6,,56.7,"Rain, Partially cloudy",15615099999
2021-07-16,12.7,8.7,11.2,6.5,74.4,0,,,21.6,136,,41.7,Partially cloudy,15615099999
2021-07-17,11.4,7.2,8.9,3.8,71.8,0,,,28.8,110.1,,32,Partially cloudy,15615099999
2021-07-18,9.9,5.9,7.8,6,88.6,7,rain,,36,75.7,,60,"Rain, Partially cloudy",15615099999
2021-07-19,8.7,5.7,7.2,6.2,93.7,3.4,rain,,43.2,101.8,,70,"Rain, Partially cloudy",15615099999
2021-07-20,10.6,5.4,7.5,6.4,93,0.6,rain,,21.6,257,,37.5,"Rain, Partially cloudy",15615099999
2021-07-21,6.9,2.4,4.5,2.5,88,0,,,36,322,,25,Partially cloudy,15615099999
2021-07-22,5.4,0.7,2.8,1.9,93.6,0,,,28.8,24.2,,80,Partially cloudy,15615099999
2021-07-23,4.4,1.9,3.5,2.5,93.5,0,,,21.6,337.8,,63.3,Partially cloudy,15615099999
2021-07-24,4.4,1.7,3.3,2,91.2,0,,,14.4,38.1,,30,Partially cloudy,15615099999
2021-07-25,10.7,3.1,6.3,-0.3,64.7,0,,,21.6,16.8,,22,Partially cloudy,15615099999
2021-07-26,13.7,7.4,10.4,2.5,58.4,0,,,36,15.2,,16.7,Clear,15615099999
2021-07-27,15.7,9.4,12.4,5.8,65,0,,,21.6,350,,18,Clear,15615099999
2021-07-28,16.4,10.4,12.9,3.4,53.3,0,,,21.6,353.9,,40,Partially cloudy,15615099999
2021-07-29,16.7,10.4,13.5,3,49.7,0,,,21.6,342.8,,32.9,Partially cloudy,15615099999
2021-07-30,17.2,11.2,13.5,3.3,50.7,0,,,21.6,266.3,,28,Partially cloudy,15615099999
2021-07-31,14.2,10.7,12.3,4.8,60.6,0.4,rain,,21.6,253.7,,70,"Rain, Partially cloudy",15615099999
2021-08-01,17.9,9.4,13.1,3.9,55,0,,,28.8,275.5,,26,Partially cloudy,15615099999
2021-08-02,16.4,11.4,13.6,1,43,0,,144,64.8,266.9,,40,Partially cloudy,15615099999
2021-08-03,13.4,8.4,11.1,-1.7,41.8,0,,86.4,64.8,283.8,,50,Partially cloudy,15615099999
2021-08-04,14.1,7.9,11,2.2,55.6,0,,,43.2,265.7,,35.7,Partially cloudy,15615099999
2021-08-05,16.1,11.1,13.3,1.1,44.5,0,,100.8,50.4,245.3,,31.4,Partially cloudy,15615099999
2021-08-06,10.9,3.9,7.3,4.4,83.1,0.3,rain,86.4,43.2,280.4,,58,"Rain, Partially cloudy",15615099999
2021-08-07,11.4,0.9,5.3,-0.2,69.8,0,,64.8,28.8,18.5,,23.3,Partially cloudy,15615099999
2021-08-08,14.7,6.9,10.3,-1.2,44.9,0,,,28.8,320.6,,10,Clear,15615099999
2021-08-09,14.6,9.1,11.8,3.4,57.5,0,,,21.6,337.5,,24,Partially cloudy,15615099999
2021-08-10,14.2,9.9,11.7,4.1,60.6,0,,,28.8,340,,35.7,Partially cloudy,15615099999
2021-08-11,13.6,7.7,10.4,4.2,67.3,0,,,28.8,358.1,,51.3,Partially cloudy,15615099999
2021-08-12,11.4,5.7,7.5,4.8,84,0,,,21.6,52.4,,64,Partially cloudy,15615099999
2021-08-13,10.1,5.9,7.7,3.6,77,0,,,14.4,7.3,,36.7,Partially cloudy,15615099999
2021-08-14,9.2,4.9,6.7,3.1,78.6,0,,,21.6,27.1,,53.3,Partially cloudy,15615099999
2021-08-15,10.7,5.4,7.5,1.5,67.4,0,,,21.6,46.2,,45,Partially cloudy,15615099999
2021-08-16,13.9,6.4,10.1,1.7,57.9,0,,,21.6,359.6,,23.3,Partially cloudy,15615099999
2021-08-17,12.9,8.4,10.5,4.1,64.7,0,,,28.8,0.3,,72.5,Partially cloudy,15615099999
2021-08-18,11.9,6.6,9,4.9,76.4,9,rain,,21.6,311.4,,70,"Rain, Partially cloudy",15615099999
2021-08-19,8.4,5.1,6.5,5.5,93.2,5,rain,,21.6,263.1,,52.5,"Rain, Partially cloudy",15615099999
2021-08-20,9.4,3.6,6.4,4.6,88.6,0,,,28.8,257.3,,57.1,Partially cloudy,15615099999
2021-08-21,7.4,4.1,5.7,4.7,93.2,0.3,rain,,21.6,7.2,,90,"Rain, Partially cloudy",15615099999
2021-08-22,6.9,2.7,4.8,3.1,89,0,,,21.6,32.2,,61.7,Partially cloudy,15615099999
2021-08-23,10.2,3.9,6.7,3.4,80,0,,,21.6,53.2,,30,Partially cloudy,15615099999
2021-08-24,8.7,4.9,7.1,4,81.2,0,,,21.6,16.7,,42.5,Partially cloudy,15615099999
2021-08-25,9.2,4.6,7.2,4.2,81.7,0.2,rain,,21.6,250,,70,"Rain, Partially cloudy",15615099999
2021-08-26,5.9,3.7,4.8,4,94.7,9,rain,,43.2,265.4,,72.5,"Rain, Partially cloudy",15615099999
2021-08-27,8.2,4.2,5.7,4.5,91.8,0.4,rain,,36,241.1,,75,"Rain, Partially cloudy",15615099999
2021-08-28,9.9,5.7,7.2,5.8,91.3,6,rain,,28.8,174.4,,66.7,"Rain, Partially cloudy",15615099999
2021-08-29,6.4,4.9,5.6,5,96.4,0.6,rain,,36,185.4,,40,"Rain, Partially cloudy",15615099999
2021-08-30,7.2,2.4,4.5,-1,69.8,3,rain,,36,220.4,,35.7,"Rain, Partially cloudy",15615099999
2021-08-31,7.7,1.9,4.4,-0.9,68.4,0,,,36,260.3,,40,Partially cloudy,15615099999
2021-09-01,3.9,-0.1,2.1,0.6,90.3,0.4,"rain,snow",,36,282.4,,35,"Snow, Rain, Partially cloudy",15615099999
2021-09-02,5.2,-2.8,0.8,-0.6,90.4,0,,,36,336.6,,30,Partially cloudy,15615099999
2021-09-03,7.1,-1.1,3,-0.4,79.6,0,,,28.8,293.2,,30,Partially cloudy,15615099999
2021-09-04,5.1,0.4,2.5,-1.1,78.4,0,,,36,313.4,,33.3,Partially cloudy,15615099999
2021-09-05,3.2,0.2,1.5,-0.1,90,0,,,28.8,351.5,,40,Partially cloudy,15615099999
2021-09-06,1.2,-1.4,-0.3,-1.4,92.3,0,,,28.8,50,,30,Partially cloudy,15615099999
2021-09-07,3.2,-0.8,1,-9.8,48.8,0,,,43.2,77.4,,30,Partially cloudy,15615099999
2021-09-08,3.2,-0.4,1.4,-6.4,57.8,0,,,36,54.3,,82.9,Partially cloudy,15615099999
2021-09-09,2.4,-0.4,1.3,-3.3,76.1,0,,,36,59.8,,77.5,Partially cloudy,15615099999
2021-09-10,3.7,1.1,2.1,1.5,96.4,2,rain,,14.4,230,,66.7,"Rain, Partially cloudy",15615099999
2021-09-11,5.4,-0.1,2.5,0.1,86.3,0,,,21.6,2.8,,44,Partially cloudy,15615099999
2021-09-12,5.4,1.4,2.7,-0.8,78,0,,,21.6,41.2,,63.8,Partially cloudy,15615099999
2021-09-13,4.4,-0.3,1.9,0.5,91.3,0,,,28.8,46.8,,71.7,Partially cloudy,15615099999
2021-09-14,5.7,0.9,2.6,0.6,87.5,0,,,28.8,50,,66.7,Partially cloudy,15615099999
2021-09-15,5.9,1.7,3.6,0.8,81.8,0,,,14.4,22,,67.5,Partially cloudy,15615099999
2021-09-16,8.9,2.4,5.3,0.3,71.3,0,,,28.8,348.4,,66.7,Partially cloudy,15615099999
2021-09-17,9.2,4.9,6.3,4.4,88.4,0,,,50.4,300.1,,86.7,Partially cloudy,15615099999
2021-09-18,5.9,3.2,4.4,3.5,94.2,1.4,rain,100.8,64.8,272.7,,90,"Rain, Partially cloudy",15615099999
2021-09-19,4.1,1.7,3.1,2.6,96.2,1,rain,86.4,64.8,278.4,,90,"Rain, Partially cloudy",15615099999
2021-09-20,6.2,2.7,3.9,2.1,87.8,0,,,50.4,262,,68.3,Partially cloudy,15615099999
2021-09-21,2.9,-0.3,1.3,0.5,94.1,0,,,50.4,283.7,,35,Partially cloudy,15615099999
2021-09-22,-0.8,-6.6,-3.1,-3.8,94.3,5,"rain,snow",,50.4,287.2,,,"Snow, Rain",15615099999
2021-09-23,-4.1,-7.3,-6.3,-7.2,93.4,2,snow,,36,350.7,,16.7,Snow,15615099999
2021-09-24,2.4,-5.8,-0.9,-4.9,74.8,0,,,36,322.5,,54,Partially cloudy,15615099999
2021-09-25,7.6,-0.3,2.8,0.3,84.3,0,,,43.2,316.4,,40,Partially cloudy,15615099999
2021-09-26,8.2,3.1,5.8,0.6,70.2,0,,,21.6,327.3,,23.3,Partially cloudy,15615099999
2021-09-27,8.7,3.7,6,2,75.9,0,,,28.8,339.5,,55,Partially cloudy,15615099999
2021-09-28,4.9,1.9,3.3,2.9,97.5,7.4,"rain,snow",,21.6,302.3,,75,"Snow, Rain, Partially cloudy",15615099999
2021-09-29,2.1,0.7,1.3,1.2,99.1,1,"rain,snow",,14.4,91.3,,,"Snow, Rain, Fog",15615099999
2021-09-30,1.4,-1.8,0.1,-1,92.4,0,,,21.6,12.9,,53.3,Partially cloudy,15615099999
2021-10-01,1.2,-2.6,-0.3,-10.2,51.7,0,,,36,43.1,,36.3,Partially cloudy,15615099999
2021-10-02,4.7,-0.3,1.5,-10.5,42.4,0,,,28.8,54.9,,24.3,Partially cloudy,15615099999
2021-10-03,6.4,0.1,3,-11.7,35.4,0,,,21.6,43.4,,22,Partially cloudy,15615099999
2021-10-04,6.4,2.2,4,-12,32.1,0,,,21.6,20.3,,10,Clear,15615099999
2021-10-05,6.1,1.4,4,-8.3,43.6,0,,,28.8,343.5,,23.3,Partially cloudy,15615099999
2021-10-06,5.6,1.2,3.5,-6.9,49.3,0,,,21.6,325.3,,30,Partially cloudy,15615099999
2021-10-07,2.7,1.2,2,-0.9,82.3,0.1,"rain,snow",,50.4,174.7,,68.3,"Snow, Rain, Partially cloudy",15615099999
2021-10-08,1.2,-3.4,-0.7,-1.4,95.4,7.6,"rain,snow",,36,153.1,,,"Snow, Rain",15615099999
2021-10-09,-1.3,-3.6,-2.1,-2.8,95.5,5.7,"rain,snow",,43.2,143.9,,,"Snow, Rain",15615099999
2021-10-10,-0.1,-1.3,-0.8,-1.3,96.4,4,"rain,snow",,36,119.3,,,"Snow, Rain",15615099999
2021-10-11,0.1,-1.8,-0.6,-1,96.8,5.8,"rain,snow",86.4,64.8,155.9,,90,"Snow, Rain, Partially cloudy",15615099999
2021-10-12,-1.1,-4.8,-2.5,-3.2,94.9,6,"rain,snow",,21.6,128.5,,100,"Snow, Rain, Overcast",15615099999
2021-10-13,-3.3,-5.4,-4.3,-5.2,93.2,0.2,snow,,21.6,248,,35,"Snow, Partially cloudy",15615099999
2021-10-14,-2.3,-5.8,-4.3,-4.8,96.3,9.3,snow,,50.4,146.2,,,Snow,15615099999
2021-10-15,-0.6,-2.1,-1.2,-1.2,100,25.7,"rain,snow",,50.4,104.1,,,"Snow, Rain",15615099999
2021-10-16,-0.3,-1.8,-1.2,-1.2,100,4,"rain,snow",,36,55,,,"Snow, Rain",15615099999
2021-10-17,-1.1,-2.8,-2.1,-2.1,100,0,,,14.4,15,,,Clear,15615099999
2021-10-18,-2.3,-3.8,-3.1,-3.4,98,0,,,14.4,340,,90,Partially cloudy,15615099999
2021-10-19,-1.9,-7.6,-3.9,-8.7,73.5,0,,,28.8,302.6,,31.7,Partially cloudy,15615099999
2021-10-20,1.7,-3.8,-0.6,-8,57.5,0,,,28.8,343.2,,13.3,Clear,15615099999
2021-10-21,5.7,2.2,4,-6.9,45.5,0,,,28.8,230,,10,Clear,15615099999
2021-10-22,6.6,0.4,3.1,-8.1,48.8,0,,,28.8,254.4,,35.7,Partially cloudy,15615099999
2021-10-23,1.2,-0.6,0.2,-1.2,90.8,0.2,"rain,snow",,21.6,290.4,,66.7,"Snow, Rain, Partially cloudy",15615099999
2021-10-24,-0.1,-4.8,-2.5,-6,80.7,0.4,"rain,snow",,36,305.7,,23.3,"Snow, Rain, Partially cloudy",15615099999
2021-10-25,0.7,-4.6,-2.6,-20.2,24.6,0,,,43.2,72.1,,10,Clear,15615099999
2021-10-26,3.2,0.7,2.2,-15.8,25.3,0,,,36,105.8,,,Clear,15615099999
2021-10-27,4.2,0.4,2.1,-14.3,28.8,0,,,21.6,50.7,,25,Partially cloudy,15615099999
2021-10-28,2.2,0.2,1.2,-12.8,36.4,0,,,36,49,,10,Clear,15615099999
2021-10-29,1.6,-1.6,-0.1,-9.5,50,0,,,21.6,75.1,,10,Clear,15615099999
2021-10-30,-0.1,-3.1,-1.8,-10.1,53.7,0,,,36,72.9,,,Clear,15615099999
2021-10-31,0.2,-4.6,-2,-10.5,54.8,0,,,28.8,87.1,,10,Clear,15615099999
2021-11-01,-0.6,-5.3,-2.3,-10.3,57.1,0,,,28.8,263.3,,,Clear,15615099999
2021-11-02,0.7,-1.6,-0.6,-2.2,91.2,0.4,"rain,snow",,43.2,237.9,,,"Snow, Rain",15615099999
2021-11-03,2.2,-4.1,-0.4,-5.2,73,0,,86.4,64.8,241.6,,53.3,Partially cloudy,15615099999
2021-11-04,5.6,1.7,3.5,0,78.1,0,,72,50.4,224.9,,33.3,Partially cloudy,15615099999
2021-11-05,4.7,3.2,3.9,-1.2,69.8,0,,,50.4,216.9,,52.5,Partially cloudy,15615099999
2021-11-06,6.4,3.7,4.6,-0.9,67.6,0,,,50.4,233.6,,58.8,Partially cloudy,15615099999
2021-11-07,6.7,3.9,4.6,-0.8,67.8,0,,,36,211.2,,58.8,Partially cloudy,15615099999
2021-11-08,7.1,3.1,4.2,-3.2,58.9,0,,,36,186.2,,50,Partially cloudy,15615099999
2021-11-09,2.4,-4.3,0,-3.3,81.9,0.1,snow,,50.4,297.4,,52,"Snow, Partially cloudy",15615099999
2021-11-10,6.4,2.2,4.6,-20.4,15,0,,,36,57.6,,35.7,Partially cloudy,15615099999
2021-11-11,6.1,4.1,5.1,-9,35.6,0,,,28.8,106.6,,61.3,Partially cloudy,15615099999
2021-11-12,7.2,3.2,4.8,-10.9,31.4,0,,,7.2,195,,48.8,Partially cloudy,15615099999
2021-11-13,4.6,0.4,2.5,-12.8,32,0,,,28.8,199,,53.8,Partially cloudy,15615099999
2021-11-14,1.7,-0.4,0.2,-12.5,38.1,0,,,28.8,191.4,,73.8,Partially cloudy,15615099999
2021-11-15,0.9,-2.3,-0.9,-12.4,42.6,0,,,28.8,87.2,,55,Partially cloudy,15615099999
2021-11-16,1.2,-1.8,-0.7,-14.2,35.4,0,,,28.8,87.2,,30,Partially cloudy,15615099999
2021-11-17,2.9,-1.4,-0.1,-4.7,71.4,0.1,"rain,snow",,21.6,233,,46.3,"Snow, Rain, Partially cloudy",15615099999
2021-11-18,-0.3,-5.1,-2.8,-5.8,80.8,0,,,28.8,282.8,,51.3,Partially cloudy,15615099999
2021-11-19,-4.9,-6.8,-5.6,-10.4,72.3,0,,,36,12.3,,38,Partially cloudy,15615099999
2021-11-20,-2.1,-6.8,-3.5,-4.9,90.4,0.4,snow,,43.2,28.1,,,Snow,15615099999
2021-11-21,5.7,-0.3,2.5,-13.5,29.9,0.3,rain,,28.8,230,,,Rain,15615099999
2021-11-22,-0.1,-3.4,-1.8,-8.9,64.9,0,,,28.8,230,,60,Partially cloudy,15615099999
2021-11-23,-2.1,-5.1,-3.7,-4.3,96,1.3,snow,,21.6,238,,35,"Snow, Partially cloudy",15615099999
2021-11-24,-3.6,-5.8,-4.6,-11.4,63.9,0,,,21.6,350.4,,18.6,Clear,15615099999
2021-11-25,-2.1,-4.6,-3.5,-13.5,48.9,0,,,21.6,184.2,,10,Clear,15615099999
2021-11-26,-2.9,-6.1,-4.4,-5.9,89.6,0.4,snow,122.4,86.4,187.5,,45,"Snow, Partially cloudy",15615099999
2021-11-27,-4.3,-6.3,-5.3,-6,95.3,0,,316.8,122.4,243,,,Clear,15615099999
2021-11-28,-2.8,-5.8,-4.7,-5.3,95.8,1,snow,316.8,122.4,197.7,,93.3,"Snow, Overcast",15615099999
2021-11-29,-2.3,-9.3,-6.1,-6.5,97.1,4.9,snow,144,100.8,213.3,,100,"Snow, Overcast",15615099999
2021-11-30,-8.4,-18.4,-14.3,-15.9,87.7,11,snow,72,50.4,332.2,,30,"Snow, Partially cloudy",15615099999
2021-12-01,-7.4,-16.8,-10.1,-11.3,90.5,0,,86.4,57.6,336.3,,36.7,Partially cloudy,15615099999
2021-12-02,-5.1,-9.1,-7.4,-8.6,91.4,0.3,snow,144,72,237.6,,36.7,"Snow, Partially cloudy",15615099999
2021-12-03,-4.8,-6.1,-5.5,-6.4,92.9,0.3,snow,316.8,86.4,226.4,,,Snow,15615099999
2021-12-04,-4.3,-7.3,-5.8,-7,90.9,0.7,snow,,36,233.8,,48.3,"Snow, Partially cloudy",15615099999
2021-12-05,-1.8,-8.4,-6.1,-7.4,90.5,0,,86.4,57.6,241.5,,28.6,Partially cloudy,15615099999
2021-12-06,-4.8,-5.6,-5.1,-6,93,6,snow,122.4,86.4,180.1,,,Snow,15615099999
2021-12-07,-5.1,-8.6,-6,-7,92.5,19.8,snow,144,86.4,133.6,,,Snow,15615099999
2021-12-08,-7.1,-10.3,-9,-10.2,91,6,snow,,36,338.5,,30,"Snow, Partially cloudy",15615099999
2021-12-09,-3.8,-8.1,-5.3,-6.5,90.8,0,,316.8,100.8,203.4,,46.7,Partially cloudy,15615099999
2021-12-10,-5.3,-9.6,-6.9,-8.1,90.7,4,snow,316.8,100.8,160.2,,,Snow,15615099999
2021-12-11,-4.3,-11.3,-7.3,-8.6,90.8,7,snow,316.8,144,166,,80,"Snow, Partially cloudy",15615099999
2021-12-12,-4.6,-8.8,-7.5,-8.9,89.5,12,snow,100.8,72,167.4,,,Snow,15615099999
2021-12-13,-8.6,-9.3,-8.9,-10.5,88.2,2,snow,,43.2,53.5,,,Snow,15615099999
2021-12-14,-9.4,-10.4,-9.9,-11.6,87.1,5.3,snow,57.6,43.2,26.8,,,Snow,15615099999
2021-12-15,-9.4,-11.3,-10.2,-11.9,87.4,0,,,36,42.2,,35.7,Partially cloudy,15615099999
2021-12-16,-9.8,-11.8,-10.5,-12.3,87,0,,,36,39.5,,36.7,Partially cloudy,15615099999
2021-12-17,-9.1,-14.1,-11.1,-12.6,89.3,6.4,snow,,36,8.4,,,Snow,15615099999
2021-12-18,-14.8,-16.8,-15.7,-16.8,91.1,16.1,snow,,50.4,16.6,,,Snow,15615099999
2021-12-19,-8.8,-17.4,-13.6,-16.2,81.5,5,snow,,50.4,36.6,,16.7,Snow,15615099999
2021-12-20,-11.8,-17.9,-14.4,-15.6,90.9,10,snow,86.4,64.8,311.7,,,Snow,15615099999
2021-12-21,-17.8,-19.9,-19.1,-20.5,88.6,3,snow,,50.4,316.8,,,Snow,15615099999
2021-12-22,-16.8,-18.6,-17.4,-20.6,77.3,0,,,43.2,320,,38.3,Partially cloudy,15615099999
2021-12-23,-5.3,-18.6,-14.1,-17.2,80.1,0,,,50.4,320,,33.3,Partially cloudy,15615099999
2021-12-24,-6.8,-12.4,-9.3,-10.7,89.9,0,,,43.2,307,,45,Partially cloudy,15615099999
2021-12-25,-4.6,-6.9,-5.9,-6.5,95.6,0,,,36,279.9,,80,Partially cloudy,15615099999
2021-12-26,-4.4,-6.3,-5.1,-5.5,97,0,,144,72,253.3,,86.7,Partially cloudy,15615099999
2021-12-27,-3.9,-5.1,-4.6,-4.7,99.2,0,,122.4,57.6,230,,,Clear,15615099999
2021-12-28,-5.6,-7.6,-6.5,-6.7,99.1,4,snow,,28.8,258.3,,75,"Snow, Partially cloudy",15615099999
2021-12-29,-4.8,-7.3,-6.2,-6.7,96.4,5.2,snow,,28.8,284.8,,90,"Snow, Partially cloudy",15615099999
2021-12-30,-5.6,-9.8,-7.3,-7.8,96.8,7.4,snow,72,50.4,29.8,,,Snow,15615099999
2021-12-31,-2.8,-8.1,-5.3,-6.1,94.2,0,,,36,11,,36.7,Partially cloudy,15615099999
2022-01-01,-2.6,-5.3,-4.4,-5.3,93.5,0.3,snow,,50.4,340,,56.7,"Snow, Partially cloudy",15615099999
2022-01-02,-2.1,-6.8,-4.9,-8.3,81,0,,,43.2,6.1,,10,Clear,15615099999
2022-01-03,-1.3,-7.1,-4.1,-9,69.8,0,,,50.4,309.4,,51.3,Partially cloudy,15615099999
2022-01-04,-1.1,-7.8,-3.5,-8.3,70.5,0,,,43.2,286.4,,45.7,Partially cloudy,15615099999
2022-01-05,1.6,-2.8,0,-8.1,55.7,0,,100.8,64.8,258.3,,32.5,Partially cloudy,15615099999
2022-01-06,-3.6,-6.9,-4.8,-8.5,75.9,0,,144,86.4,233.4,,41.4,Partially cloudy,15615099999
2022-01-07,-6.3,-7.6,-7,-8.1,91.8,0,,,36,179.8,,62.5,Partially cloudy,15615099999
2022-01-08,-6.3,-8.9,-7.4,-8.5,92,0,,,43.2,148.6,,80,Partially cloudy,15615099999
2022-01-09,-7.3,-8.6,-7.8,-8.7,93.3,0,,,36,181.2,,30,Partially cloudy,15615099999
2022-01-10,-7.3,-8.3,-7.9,-8.8,92.7,17.4,snow,86.4,50.4,27.3,,100,"Snow, Overcast",15615099999
2022-01-11,-8.4,-11.1,-9.6,-10.8,90.9,10,snow,122.4,72,23.9,,,Snow,15615099999
2022-01-12,-12.1,-16.8,-14.2,-16.5,82.9,4,snow,144,86.4,20,,51.4,"Snow, Partially cloudy",15615099999
2022-01-13,-10.9,-14.8,-13.2,-23.2,44.9,0,,,50.4,31.3,,10,Clear,15615099999
2022-01-14,-4.6,-8.8,-6.3,-11.2,69.9,0,,,50.4,20.2,,22,Partially cloudy,15615099999
2022-01-15,-6.9,-14.4,-11.2,-18.6,56.2,0,,86.4,64.8,11.2,,10,Clear,15615099999
2022-01-16,-6.9,-13.9,-9.7,-22.1,35.9,0,,,36,29.8,,10,Clear,15615099999
2022-01-17,-7.3,-13.9,-11,-14.4,77.7,0,,122.4,86.4,300.9,,30,Partially cloudy,15615099999
2022-01-18,-13.8,-20.4,-18.3,-20,86.6,0,,122.4,86.4,343.3,,30,Partially cloudy,15615099999
2022-01-19,-10.3,-19,-13.4,-21.4,52.8,0,,,50.4,357.2,,,Clear,15615099999
2022-01-20,-6.6,-12.9,-8.5,-16,58.1,0,,86.4,50.4,296.4,,40,Partially cloudy,15615099999
2022-01-21,-10.3,-22.5,-15.6,-16.9,89.6,2,snow,72,50.4,297.6,,,Snow,15615099999
2022-01-22,-21.4,-23.6,-22.7,-24.8,82.4,0.4,snow,64.8,50.4,340,,,Snow,15615099999
2022-01-23,-22.8,-23.9,-23.4,-25.4,83.6,6,snow,72,50.4,355.2,,,Snow,15615099999
2022-01-24,-22.5,-25.6,-24.4,-26.2,84.7,9.4,snow,72,50.4,44.3,,,Snow,15615099999
2022-01-25,-18.8,-21.9,-20.6,-27.8,53.8,0,,,50.4,25.9,,30,Partially cloudy,15615099999
2022-01-26,-15.4,-19.8,-16.5,-19.6,78.4,3.8,snow,64.8,50.4,355.1,,16.7,Snow,15615099999
